,species,length,weight,w_l_ratio
2325,6,13.72,3.98,0.29
1017,3,16.42,3.09,0.19
2042,5,9.8,4.58,0.47
3881,9,32.84,6.17,0.19
2789,7,14.27,2.68,0.19
1067,3,17.26,3.16,0.18
2456,6,10.88,4.1,0.38
3681,9,30.4,6.12,0.2
969,3,16.9,3.14,0.19
703,2,25.06,2.9,0.12
3779,9,31.1,6.16,0.2
1483,4,21.73,3.83,0.18
3868,9,31.51,6.16,0.2
2415,6,9.41,3.81,0.4
3631,9,31.9,6.15,0.19
766,2,25.11,2.47,0.1
520,2,23.97,3.03,0.13
72,1,6.39,3.06,0.48
562,2,24.54,3.43,0.14
2235,5,10.52,4.61,0.44
2435,6,12.1,3.74,0.31
1999,5,9.37,4.56,0.49
3370,8,18.53,3.11,0.17
1917,5,8.94,4.58,0.51
506,2,24.19,2.72,0.11
439,1,7.28,3.08,0.42
304,1,7.72,3.17,0.41
1931,5,9.13,4.58,0.5
629,2,24.7,2.97,0.12
3413,8,16.81,3.01,0.18
448,1,7.04,3.09,0.44
2258,5,8.09,4.58,0.57
2819,7,12.77,2.63,0.21
3324,8,18.45,3.3,0.18
3005,7,13.5,2.61,0.19
3702,9,31.56,6.19,0.2
1684,4,22.93,3.87,0.17
2936,7,12.53,2.61,0.21
2205,5,7.66,4.56,0.6
3130,7,13.56,2.58,0.19
1388,4,23.31,3.91,0.17
2038,5,8.72,4.62,0.53
1932,5,9.26,4.63,0.5
2147,5,8.95,4.6,0.51
2287,6,10.67,3.83,0.36
750,2,24.33,2.67,0.11
2838,7,9.75,2.57,0.26
3593,8,16.79,3.05,0.18
1193,3,19.63,3.22,0.16
3304,8,17.15,3.08,0.18
2495,6,11.21,4.25,0.38
3950,9,33.11,6.18,0.19
3222,8,19.08,3.04,0.16
1396,4,23.32,3.92,0.17
940,3,18.05,3.16,0.18
4070,9,30.84,6.14,0.2
4018,9,31.51,6.16,0.2
1634,4,23.82,3.8,0.16
3066,7,15.16,2.7,0.18
1053,3,18.17,3.2,0.18
951,3,16.31,3.14,0.19
3298,8,17.84,3.11,0.17
3003,7,14.28,2.64,0.19
3688,9,30.52,6.13,0.2
1683,4,21.49,3.9,0.18
2573,6,15.54,4.08,0.26
3752,9,29.94,6.14,0.2
1412,4,20.14,3.77,0.19
261,1,9.47,3.44,0.36
148,1,8.73,3.36,0.39
726,2,24.39,3.09,0.13
3563,8,17.16,3.16,0.18
2198,5,10.65,4.59,0.43
2099,5,10.54,4.63,0.44
3943,9,31.23,6.15,0.2
1251,3,17.97,3.19,0.18
1250,3,20.46,3.26,0.16
1426,4,20.65,3.57,0.17
2390,6,12.42,3.93,0.32
1147,3,19.08,3.19,0.17
3611,8,18.45,3.0,0.16
1749,4,22.42,4.01,0.18
3596,8,17.08,3.09,0.18
1464,4,19.79,3.82,0.19
3277,8,16.8,3.17,0.19
553,2,23.33,3.15,0.13
944,3,20.17,3.35,0.17
209,1,6.51,3.35,0.51
2060,5,7.96,4.58,0.58
4040,9,29.17,6.05,0.21
79,1,6.85,3.26,0.48
1638,4,24.35,4.14,0.17
2994,7,10.96,2.56,0.23
2027,5,8.74,4.53,0.52
1710,4,20.73,3.84,0.19
3924,9,30.11,6.14,0.2
3128,7,12.77,2.56,0.2
3325,8,17.66,3.27,0.18
299,1,7.94,3.23,0.41
2462,6,13.89,4.12,0.3
2973,7,11.81,2.66,0.22
1463,4,19.89,3.86,0.19
2300,6,13.28,4.09,0.31
419,1,9.2,3.12,0.34
2700,6,14.24,4.11,0.29
3617,8,18.54,3.27,0.18
425,1,9.35,3.44,0.37
278,1,7.3,3.26,0.45
355,1,9.85,3.25,0.33
3968,9,29.35,6.07,0.21
694,2,24.51,2.74,0.11
1107,3,17.93,3.15,0.18
481,2,22.97,2.55,0.11
1827,5,9.29,4.6,0.5
1473,4,20.25,3.82,0.19
305,1,6.52,3.35,0.51
3444,8,17.67,3.24,0.18
2967,7,12.73,2.64,0.21
1204,3,19.16,3.08,0.16
3909,9,31.17,6.12,0.2
2232,5,7.8,4.53,0.58
132,1,6.79,3.4,0.5
238,1,8.48,3.28,0.39
4021,9,31.89,6.12,0.19
1061,3,17.0,3.12,0.18
751,2,24.88,2.91,0.12
3116,7,13.34,2.6,0.19
3278,8,17.07,3.04,0.18
1162,3,18.98,3.23,0.17
2817,7,13.22,2.62,0.2
3951,9,31.77,6.16,0.19
1474,4,22.45,4.03,0.18
1962,5,7.63,4.57,0.6
1972,5,11.64,4.64,0.4
2659,6,12.78,3.98,0.31
2467,6,14.42,3.99,0.28
3311,8,18.09,3.26,0.18
1579,4,23.8,3.74,0.16
843,2,24.53,2.88,0.12
2748,7,11.64,2.49,0.21
1457,4,19.97,3.82,0.19
2615,6,11.64,4.01,0.34
3997,9,32.49,6.19,0.19
3167,8,17.68,3.11,0.18
3300,8,17.94,3.13,0.17
1354,3,18.09,3.13,0.17
2466,6,13.24,4.15,0.31
3600,8,17.23,2.95,0.17
318,1,7.66,3.36,0.44
1470,4,19.43,3.58,0.18
2260,5,8.45,4.6,0.54
2753,7,14.03,2.68,0.19
2095,5,10.05,4.58,0.46
1407,4,23.31,4.1,0.18
971,3,20.22,3.22,0.16
286,1,6.39,3.21,0.5
1908,5,10.27,4.63,0.45
1057,3,17.65,3.16,0.18
451,1,9.18,3.14,0.34
1935,5,8.51,4.57,0.54
3322,8,18.91,3.04,0.16
503,2,23.5,2.77,0.12
986,3,19.39,3.22,0.17
1955,5,9.98,4.55,0.46
3870,9,30.93,6.11,0.2
3463,8,17.47,3.18,0.18
3795,9,29.63,6.1,0.21
2607,6,14.46,3.83,0.26
670,2,25.24,3.15,0.12
646,2,25.15,2.82,0.11
2917,7,14.39,2.7,0.19
878,2,24.28,2.98,0.12
841,2,23.57,2.71,0.11
3437,8,16.8,3.09,0.18
3275,8,16.89,3.04,0.18
4071,9,31.46,6.14,0.2
1265,3,16.67,3.21,0.19
1937,5,9.17,4.55,0.5
2590,6,13.21,3.97,0.3
1386,4,20.36,3.63,0.18
483,2,23.81,2.8,0.12
2259,5,11.62,4.61,0.4
1039,3,17.41,3.11,0.18
422,1,6.76,3.16,0.47
1146,3,19.24,3.27,0.17
2742,7,14.02,2.64,0.19
1448,4,22.91,3.85,0.17
3110,7,14.83,2.63,0.18
1741,4,19.28,3.72,0.19
2657,6,12.21,4.1,0.34
3296,8,16.08,3.13,0.19
1973,5,8.13,4.57,0.56
202,1,7.18,3.15,0.44
1667,4,22.51,3.93,0.17
3877,9,30.81,6.15,0.2
2452,6,12.02,4.04,0.34
4036,9,31.17,6.17,0.2
2459,6,12.67,3.97,0.31
429,1,9.78,3.29,0.34
3734,9,29.01,6.08,0.21
3313,8,17.31,3.1,0.18
2720,6,12.67,4.04,0.32
3038,7,13.41,2.55,0.19
3261,8,19.18,3.2,0.17
4069,9,29.28,6.1,0.21
3511,8,17.35,3.03,0.17
3175,8,19.06,3.17,0.17
3223,8,17.8,3.09,0.17
1390,4,20.42,3.78,0.19
112,1,7.77,3.46,0.44
1992,5,8.28,4.58,0.55
2092,5,12.41,4.58,0.37
94,1,6.63,3.18,0.48
2562,6,12.11,4.0,0.33
1537,4,19.54,3.85,0.2
3428,8,18.21,3.24,0.18
3988,9,31.03,6.1,0.2
446,1,6.65,3.26,0.49
914,3,16.7,3.07,0.18
15,1,9.41,3.21,0.34
1897,5,9.38,4.59,0.49
2289,6,10.05,3.88,0.39
2541,6,15.48,4.12,0.27
990,3,18.11,3.14,0.17
3902,9,32.82,6.22,0.19
7,1,7.92,3.13,0.39
594,2,24.56,2.49,0.1
1808,5,9.82,4.6,0.47
1978,5,8.73,4.59,0.53
3915,9,30.88,6.18,0.2
1026,3,18.69,3.3,0.18
2150,5,10.77,4.59,0.43
1446,4,23.12,3.8,0.16
1187,3,19.08,3.21,0.17
1424,4,21.48,3.77,0.18
2266,5,10.38,4.6,0.44
612,2,25.68,2.79,0.11
923,3,18.05,3.2,0.18
2049,5,8.87,4.58,0.52
1921,5,8.17,4.6,0.56
3904,9,29.46,6.1,0.21
3314,8,19.48,3.35,0.17
1884,5,8.91,4.62,0.52
1739,4,19.29,3.76,0.19
1621,4,22.7,3.67,0.16
1124,3,20.69,3.21,0.16
2380,6,11.42,3.73,0.33
633,2,24.71,2.89,0.12
2416,6,14.35,4.1,0.29
983,3,17.44,3.07,0.18
220,1,8.03,3.34,0.42
2015,5,9.9,4.62,0.47
948,3,18.16,3.2,0.18
863,2,24.37,3.1,0.13
2222,5,8.99,4.58,0.51
1776,4,22.25,3.76,0.17
3133,7,12.44,2.66,0.21
901,3,18.05,3.2,0.18
2553,6,13.42,4.08,0.3
3586,8,17.72,3.1,0.17
46,1,8.25,3.17,0.38
2805,7,11.32,2.58,0.23
2687,6,11.11,3.85,0.35
3218,8,18.37,3.16,0.17
3889,9,31.26,6.14,0.2
4052,9,32.6,6.2,0.19
334,1,7.35,3.1,0.42
3957,9,31.04,6.15,0.2
1108,3,20.11,3.25,0.16
45,1,9.21,3.12,0.34
3375,8,18.24,3.07,0.17
996,3,16.98,3.11,0.18
2,1,8.38,3.46,0.41
2938,7,12.67,2.65,0.21
1854,5,9.85,4.59,0.47
2065,5,9.42,4.59,0.49
2851,7,13.46,2.67,0.2
1254,3,20.82,3.28,0.16
557,2,23.46,2.87,0.12
1727,4,19.43,3.85,0.2
663,2,24.1,2.43,0.1
1567,4,21.23,3.53,0.17
1237,3,18.59,3.28,0.18
673,2,23.83,3.02,0.13
2362,6,13.1,3.89,0.3
1711,4,21.22,3.92,0.18
3174,8,17.51,3.13,0.18
430,1,7.33,3.39,0.46
603,2,24.55,2.35,0.1
3578,8,18.01,3.15,0.18
685,2,25.02,2.64,0.11
247,1,7.36,3.13,0.43
3615,8,16.7,2.97,0.18
827,2,23.89,2.6,0.11
1544,4,20.27,3.68,0.18
3342,8,18.32,3.22,0.18
2915,7,12.45,2.64,0.21
3920,9,30.53,6.14,0.2
3739,9,29.78,6.11,0.21
1083,3,17.84,3.17,0.18
2465,6,12.14,3.99,0.33
2897,7,12.09,2.61,0.22
2680,6,11.28,3.74,0.33
531,2,23.52,2.41,0.1
1236,3,17.71,3.09,0.17
29,1,7.54,3.21,0.43
1266,3,17.02,3.12,0.18
3503,8,17.35,2.98,0.17
1262,3,18.42,3.16,0.17
3730,9,31.03,6.2,0.2
3422,8,16.86,3.01,0.18
1861,5,8.82,4.57,0.52
346,1,7.17,3.39,0.47
3908,9,30.72,6.1,0.2
3416,8,19.2,3.28,0.17
1458,4,22.56,3.94,0.17
2305,6,11.51,4.16,0.36
2276,6,11.21,3.99,0.36
1019,3,18.88,3.21,0.17
1395,4,22.98,3.83,0.17
868,2,24.73,2.6,0.11
400,1,6.67,3.27,0.49
949,3,18.21,3.21,0.18
2166,5,8.09,4.51,0.56
2847,7,11.02,2.54,0.23
192,1,7.05,3.21,0.45
927,3,15.94,3.12,0.2
3398,8,18.36,3.13,0.17
954,3,17.68,3.16,0.18
3832,9,31.22,6.18,0.2
2309,6,12.37,3.95,0.32
2542,6,14.56,3.98,0.27
1273,3,19.14,3.12,0.16
899,3,20.0,3.21,0.16
3273,8,18.6,3.08,0.17
1248,3,16.61,3.12,0.19
185,1,8.94,3.39,0.38
1271,3,19.54,3.19,0.16
2879,7,13.36,2.63,0.2
3809,9,33.84,6.19,0.18
2921,7,13.89,2.71,0.2
2867,7,10.33,2.55,0.25
3341,8,17.04,3.08,0.18
720,2,25.53,2.15,0.08
124,1,8.22,3.31,0.4
918,3,16.91,3.15,0.19
280,1,7.22,3.12,0.43
1906,5,8.79,4.6,0.52
3396,8,18.04,3.08,0.17
942,3,21.42,3.43,0.16
3150,8,18.23,3.2,0.18
1220,3,19.94,3.25,0.16
3098,7,13.72,2.67,0.19
505,2,23.19,2.88,0.12
2313,6,11.6,3.81,0.33
3351,8,17.97,3.18,0.18
3315,8,17.54,3.13,0.18
1656,4,23.94,3.84,0.16
3970,9,28.62,6.03,0.21
2272,6,13.44,4.09,0.3
2969,7,12.78,2.62,0.21
155,1,10.76,3.2,0.3
195,1,8.64,3.12,0.36
1477,4,20.91,3.86,0.18
2663,6,12.5,3.91,0.31
1054,3,17.78,3.19,0.18
992,3,17.98,3.17,0.18
3510,8,18.28,3.11,0.17
4001,9,32.2,6.21,0.19
2297,6,15.91,3.71,0.23
1252,3,19.91,3.26,0.16
499,2,23.62,3.17,0.13
78,1,7.68,3.41,0.44
2564,6,14.68,4.0,0.27
2981,7,14.03,2.64,0.19
474,1,7.37,3.19,0.43
524,2,23.66,3.02,0.13
1616,4,22.96,4.01,0.17
2292,6,13.81,4.16,0.3
2290,6,10.81,4.29,0.4
2778,7,12.67,2.71,0.21
1831,5,11.99,4.66,0.39
1674,4,20.68,3.74,0.18
3650,9,30.4,6.13,0.2
1901,5,9.99,4.58,0.46
2302,6,13.63,4.06,0.3
2394,6,11.92,4.08,0.34
323,1,9.13,3.32,0.36
2798,7,12.31,2.55,0.21
2551,6,11.68,4.07,0.35
3201,8,17.98,3.16,0.18
1048,3,17.39,3.11,0.18
403,1,9.31,3.39,0.36
1731,4,23.14,3.96,0.17
1769,4,23.21,4.21,0.18
1644,4,19.65,3.83,0.19
1080,3,19.49,3.19,0.16
1643,4,22.73,3.83,0.17
3083,7,11.57,2.61,0.23
1538,4,22.48,3.71,0.17
1572,4,20.32,3.64,0.18
3204,8,17.57,2.89,0.16
2083,5,9.22,4.62,0.5
801,2,24.73,2.9,0.12
1453,4,22.63,3.95,0.17
538,2,24.25,2.74,0.11
2395,6,14.24,3.87,0.27
1902,5,8.23,4.57,0.56
1715,4,22.04,3.95,0.18
26,1,7.13,3.2,0.45
1045,3,19.72,3.31,0.17
176,1,8.77,3.36,0.38
707,2,23.3,2.64,0.11
165,1,9.44,3.39,0.36
3443,8,17.17,2.97,0.17
2315,6,14.66,3.92,0.27
2182,5,7.85,4.55,0.58
1754,4,22.92,3.74,0.16
3459,8,17.95,3.06,0.17
2760,7,14.25,2.63,0.18
434,1,6.81,3.27,0.48
416,1,11.01,3.47,0.31
1989,5,7.54,4.56,0.6
1820,5,12.01,4.63,0.39
3952,9,30.66,6.15,0.2
3079,7,12.46,2.62,0.21
3862,9,33.32,6.2,0.19
2267,5,7.74,4.53,0.58
1717,4,20.67,3.87,0.19
108,1,8.26,3.18,0.39
2510,6,12.06,4.06,0.34
1434,4,22.62,4.02,0.18
1692,4,20.43,3.86,0.19
2731,7,14.7,2.73,0.19
3388,8,19.02,3.2,0.17
3156,8,17.53,3.12,0.18
678,2,23.41,2.98,0.13
2965,7,12.98,2.6,0.2
3670,9,29.93,6.09,0.2
2902,7,14.96,2.65,0.18
947,3,18.03,3.2,0.18
2945,7,12.75,2.62,0.21
2993,7,10.98,2.59,0.24
2408,6,15.16,3.86,0.25
2327,6,12.17,4.02,0.33
3938,9,32.59,6.14,0.19
3895,9,32.03,6.2,0.19
2849,7,13.58,2.64,0.19
1615,4,21.42,3.85,0.18
3664,9,29.65,6.12,0.21
516,2,24.78,2.63,0.11
1435,4,19.6,3.88,0.2
735,2,24.08,2.87,0.12
2279,6,11.5,3.86,0.34
1087,3,17.67,3.12,0.18
1401,4,20.69,3.69,0.18
244,1,6.89,3.16,0.46
1589,4,22.8,3.85,0.17
1244,3,19.13,3.22,0.17
68,1,7.16,3.2,0.45
2127,5,9.39,4.59,0.49
3684,9,31.04,6.12,0.2
3963,9,28.92,6.11,0.21
2575,6,11.85,3.94,0.33
1876,5,8.23,4.58,0.56
1860,5,10.78,4.61,0.43
4010,9,31.36,6.18,0.2
3011,7,12.48,2.7,0.22
2893,7,12.93,2.64,0.2
427,1,7.71,3.34,0.43
237,1,7.19,3.2,0.44
2725,6,11.49,3.96,0.34
2005,5,10.49,4.6,0.44
650,2,24.99,2.81,0.11
2097,5,10.6,4.64,0.44
1478,4,20.06,3.73,0.19
3173,8,17.08,3.28,0.19
2197,5,9.02,4.57,0.51
3320,8,17.11,3.11,0.18
2010,5,10.36,4.6,0.44
3365,8,16.44,2.96,0.18
2593,6,14.54,3.96,0.27
3788,9,32.55,6.1,0.19
2070,5,7.55,4.55,0.6
1894,5,10.39,4.62,0.45
1963,5,7.82,4.59,0.59
3151,8,16.58,3.04,0.18
3595,8,16.99,3.0,0.18
2009,5,9.5,4.63,0.49
3933,9,31.59,6.2,0.2
2177,5,8.81,4.56,0.52
3525,8,16.7,2.99,0.18
3126,7,13.97,2.61,0.19
2493,6,10.14,4.02,0.4
769,2,25.25,2.72,0.11
1056,3,20.39,3.41,0.17
3522,8,18.69,3.26,0.17
3894,9,31.0,6.15,0.2
3498,8,16.1,3.08,0.19
526,2,24.52,2.77,0.11
1007,3,19.08,3.3,0.17
660,2,25.62,2.6,0.1
3621,8,17.23,3.2,0.19
275,1,9.47,3.53,0.37
4035,9,33.14,6.21,0.19
4059,9,29.44,6.07,0.21
3214,8,18.32,3.18,0.17
4044,9,31.33,6.17,0.2
1706,4,21.8,3.93,0.18
3196,8,17.47,3.06,0.18
181,1,7.55,3.16,0.42
2523,6,12.46,3.87,0.31
3474,8,18.48,3.01,0.16
2563,6,13.54,3.84,0.28
2496,6,13.23,4.06,0.31
1437,4,20.22,3.8,0.19
2692,6,15.14,3.95,0.26
3620,8,17.98,3.17,0.18
2671,6,12.11,4.02,0.33
3672,9,32.87,6.23,0.19
3343,8,17.63,3.14,0.18
2631,6,10.99,3.94,0.36
1091,3,17.69,3.18,0.18
1480,4,21.33,3.89,0.18
1482,4,20.15,3.85,0.19
3567,8,16.14,2.98,0.18
2342,6,13.05,3.94,0.3
547,2,25.36,2.82,0.11
2606,6,13.78,4.08,0.3
3270,8,17.45,3.12,0.18
3035,7,12.08,2.63,0.22
1188,3,18.07,3.14,0.17
830,2,24.65,2.58,0.1
1285,3,18.89,3.17,0.17
2136,5,10.4,4.58,0.44
3364,8,17.81,3.2,0.18
110,1,7.02,3.25,0.46
2401,6,15.74,4.13,0.26
2682,6,10.09,3.92,0.39
3879,9,32.4,6.17,0.19
955,3,16.53,3.18,0.19
967,3,18.0,3.25,0.18
2108,5,9.34,4.56,0.49
2475,6,13.48,4.2,0.31
3661,9,28.15,6.07,0.22
2763,7,12.68,2.55,0.2
2625,6,11.18,4.01,0.36
889,2,23.75,2.4,0.1
3041,7,12.04,2.59,0.21
2308,6,12.52,3.78,0.3
1586,4,19.76,3.83,0.19
2169,5,8.96,4.58,0.51
1554,4,22.12,3.86,0.17
1052,3,19.17,3.26,0.17
2548,6,11.3,3.95,0.35
1641,4,20.67,3.83,0.19
2890,7,14.2,2.68,0.19
2003,5,9.41,4.56,0.48
2960,7,13.28,2.64,0.2
2701,6,13.19,3.88,0.29
3054,7,11.54,2.6,0.23
2771,7,13.25,2.67,0.2
3966,9,28.65,6.08,0.21
682,2,24.42,2.6,0.11
586,2,23.74,2.75,0.12
2184,5,9.69,4.58,0.47
57,1,8.03,3.29,0.41
2085,5,11.93,4.62,0.39
1930,5,7.9,4.56,0.58
1907,5,8.23,4.61,0.56
1509,4,20.46,3.9,0.19
4047,9,32.37,6.23,0.19
1479,4,23.53,3.83,0.16
497,2,24.54,2.66,0.11
998,3,17.95,3.22,0.18
3694,9,31.21,6.16,0.2
2479,6,13.14,3.88,0.29
3243,8,17.43,3.25,0.19
1145,3,17.48,3.14,0.18
3686,9,32.23,6.17,0.19
3585,8,17.28,2.99,0.17
2473,6,13.04,4.1,0.31
931,3,17.21,3.16,0.18
1152,3,19.32,3.2,0.17
941,3,19.74,3.19,0.16
515,2,24.31,2.69,0.11
2131,5,8.72,4.55,0.52
2678,6,9.41,3.93,0.42
548,2,24.44,2.72,0.11
1841,5,10.38,4.52,0.44
794,2,23.3,2.74,0.12
1629,4,22.3,4.05,0.18
3572,8,17.41,3.05,0.18
4066,9,29.48,6.11,0.21
1326,3,17.15,3.14,0.18
745,2,23.22,2.45,0.11
2460,6,14.02,3.95,0.28
1867,5,8.83,4.56,0.52
113,1,9.58,3.29,0.34
3554,8,17.69,3.15,0.18
472,1,7.09,3.18,0.45
361,1,7.76,3.24,0.42
1257,3,18.51,3.19,0.17
718,2,24.05,2.3,0.1
1491,4,22.76,3.66,0.16
3111,7,11.36,2.66,0.23
2780,7,11.29,2.55,0.23
907,3,17.74,3.18,0.18
943,3,17.23,3.13,0.18
3502,8,17.72,3.21,0.18
2825,7,15.33,2.68,0.17
3814,9,32.13,6.18,0.19
320,1,9.27,3.36,0.36
3386,8,18.09,3.18,0.18
424,1,8.47,3.25,0.38
2343,6,14.12,4.14,0.29
3157,8,18.16,3.11,0.17
3969,9,31.58,6.18,0.2
2228,5,8.53,4.57,0.54
2391,6,11.53,4.12,0.36
1850,5,10.53,4.6,0.44
2058,5,11.15,4.61,0.41
3921,9,32.34,6.18,0.19
219,1,9.33,3.36,0.36
449,1,7.57,3.26,0.43
1639,4,24.09,3.66,0.15
1564,4,22.53,3.76,0.17
2482,6,12.63,4.1,0.32
1816,5,9.58,4.6,0.48
2270,6,13.53,4.1,0.3
1382,4,22.63,3.82,0.17
881,2,24.28,2.73,0.11
2533,6,11.78,3.97,0.34
167,1,9.59,3.31,0.35
711,2,25.02,3.04,0.12
250,1,8.95,3.26,0.36
3096,7,14.51,2.63,0.18
1508,4,22.45,3.75,0.17
1542,4,20.49,3.79,0.18
90,1,6.79,3.18,0.47
198,1,7.46,3.31,0.44
1104,3,17.02,3.08,0.18
2179,5,12.32,4.59,0.37
534,2,23.83,2.93,0.12
3303,8,18.0,2.97,0.17
1536,4,23.52,3.91,0.17
2576,6,15.03,4.12,0.27
501,2,25.46,2.93,0.12
196,1,7.04,3.37,0.48
1493,4,23.56,3.89,0.16
2051,5,10.41,4.6,0.44
1513,4,21.1,3.88,0.18
2214,5,7.79,4.58,0.59
2330,6,15.99,4.12,0.26
3330,8,18.74,3.16,0.17
614,2,24.58,2.67,0.11
1518,4,19.78,3.7,0.19
1399,4,20.34,3.76,0.18
1270,3,17.09,3.29,0.19
1598,4,22.3,3.87,0.17
2202,5,8.14,4.52,0.56
2379,6,10.09,4.16,0.41
3726,9,33.17,6.2,0.19
1577,4,23.48,3.7,0.16
1789,4,21.83,3.95,0.18
2277,6,15.8,4.06,0.26
860,2,23.64,3.15,0.13
2866,7,13.32,2.57,0.19
1874,5,8.02,4.54,0.57
3405,8,16.16,3.07,0.19
1347,3,17.91,3.07,0.17
377,1,8.26,3.26,0.39
287,1,8.94,3.18,0.36
3989,9,32.82,6.2,0.19
126,1,9.99,3.42,0.34
2611,6,12.4,4.09,0.33
2569,6,13.14,4.22,0.32
2791,7,13.78,2.67,0.19
1327,3,18.59,3.15,0.17
2224,5,10.39,4.58,0.44
3813,9,30.16,6.09,0.2
2244,5,11.51,4.6,0.4
3104,7,14.65,2.65,0.18
2470,6,11.7,4.19,0.36
2736,7,12.71,2.6,0.2
2820,7,14.01,2.66,0.19
92,1,8.54,3.08,0.36
4024,9,30.1,6.13,0.2
2550,6,14.18,3.81,0.27
2268,5,10.25,4.6,0.45
813,2,24.22,2.97,0.12
2722,6,11.61,4.02,0.35
852,2,24.81,2.67,0.11
1863,5,8.93,4.53,0.51
4051,9,30.61,6.12,0.2
2229,5,9.38,4.58,0.49
321,1,7.05,3.24,0.46
2442,6,10.88,3.81,0.35
265,1,8.92,3.24,0.36
1194,3,17.11,3.11,0.18
2387,6,12.0,3.99,0.33
2358,6,11.42,4.02,0.35
3077,7,12.88,2.6,0.2
2901,7,13.35,2.62,0.2
3403,8,16.88,3.12,0.18
2699,6,13.59,4.14,0.3
1975,5,8.28,4.55,0.55
22,1,6.67,3.31,0.5
227,1,8.95,3.27,0.36
1699,4,22.98,3.66,0.16
906,3,17.96,3.17,0.18
2666,6,13.12,4.06,0.31
3983,9,29.92,6.08,0.2
154,1,7.19,3.14,0.44
2861,7,11.76,2.61,0.22
1855,5,7.83,4.57,0.58
3622,8,19.01,3.04,0.16
1664,4,22.16,3.84,0.17
3604,8,18.64,3.32,0.18
1486,4,23.55,3.75,0.16
3719,9,32.66,6.16,0.19
262,1,8.71,3.36,0.39
744,2,24.06,3.07,0.13
2882,7,13.29,2.61,0.2
147,1,7.34,3.16,0.43
2831,7,14.44,2.61,0.18
1288,3,18.38,3.18,0.17
3892,9,31.32,6.13,0.2
3460,8,18.53,3.16,0.17
1227,3,20.14,3.17,0.16
1142,3,19.5,3.31,0.17
1540,4,21.52,3.78,0.18
1714,4,22.88,4.1,0.18
1348,3,19.62,3.41,0.17
2471,6,10.32,3.96,0.38
3700,9,32.0,6.22,0.19
3658,9,29.72,6.05,0.2
3767,9,30.54,6.11,0.2
1232,3,20.04,3.23,0.16
786,2,23.86,2.5,0.1
2053,5,9.98,4.6,0.46
2025,5,8.57,4.54,0.53
2445,6,13.58,4.22,0.31
3972,9,29.12,6.08,0.21
3259,8,18.58,3.15,0.17
2439,6,14.93,3.91,0.26
1182,3,20.45,3.3,0.16
3129,7,10.91,2.64,0.24
2489,6,10.43,4.02,0.39
1840,5,7.48,4.54,0.61
1977,5,9.6,4.55,0.47
659,2,24.63,2.38,0.1
277,1,6.75,3.22,0.48
2982,7,12.4,2.66,0.21
1566,4,22.41,3.88,0.17
902,3,21.6,3.34,0.15
3986,9,32.06,6.19,0.19
3137,7,13.61,2.67,0.2
3473,8,18.62,3.12,0.17
1159,3,18.46,3.16,0.17
1847,5,7.99,4.57,0.57
836,2,23.97,3.14,0.13
3588,8,16.85,3.02,0.18
3873,9,29.72,6.11,0.21
445,1,6.72,3.19,0.48
1523,4,22.6,3.79,0.17
3507,8,18.45,3.3,0.18
2744,7,13.92,2.63,0.19
3227,8,18.91,3.22,0.17
405,1,7.92,3.38,0.43
1853,5,9.81,4.55,0.46
2034,5,11.18,4.62,0.41
118,1,7.75,3.32,0.43
4023,9,30.07,6.17,0.21
1755,4,21.79,4.0,0.18
2167,5,8.89,4.55,0.51
3055,7,12.48,2.66,0.21
3488,8,16.43,3.04,0.18
1389,4,23.7,4.05,0.17
737,2,24.66,2.88,0.12
1675,4,20.8,3.87,0.19
3618,8,18.35,3.01,0.16
3535,8,17.63,3.2,0.18
604,2,25.46,3.36,0.13
972,3,19.16,3.32,0.17
3127,7,14.41,2.65,0.18
3500,8,18.46,3.06,0.17
1773,4,22.48,3.7,0.16
1596,4,20.27,3.82,0.19
770,2,23.62,2.72,0.12
1371,4,22.61,3.84,0.17
1614,4,23.29,3.92,0.17
1150,3,16.68,3.11,0.19
1993,5,12.17,4.57,0.38
1490,4,22.73,3.85,0.17
2514,6,10.25,4.17,0.41
2437,6,14.72,3.85,0.26
2552,6,11.58,3.89,0.34
3339,8,17.68,2.83,0.16
1494,4,19.58,3.87,0.2
1280,3,18.19,3.23,0.18
1652,4,22.77,4.05,0.18
281,1,7.05,3.34,0.47
1888,5,11.96,4.63,0.39
383,1,8.92,3.24,0.36
2037,5,8.03,4.56,0.57
1823,5,9.35,4.59,0.49
1177,3,17.32,3.16,0.18
2799,7,14.58,2.63,0.18
2998,7,12.96,2.57,0.2
3397,8,17.72,3.05,0.17
2156,5,8.94,4.54,0.51
2174,5,7.7,4.56,0.59
2992,7,12.85,2.61,0.2
3052,7,14.25,2.66,0.19
1623,4,23.46,3.97,0.17
3108,7,13.74,2.65,0.19
3701,9,30.15,6.13,0.2
3750,9,29.04,6.05,0.21
772,2,23.94,2.82,0.12
2536,6,14.26,4.11,0.29
2421,6,11.77,3.96,0.34
1129,3,17.58,3.18,0.18
783,2,24.2,2.65,0.11
3221,8,17.44,3.2,0.18
3148,8,16.47,3.15,0.19
1583,4,21.11,4.04,0.19
890,2,24.71,2.74,0.11
3143,7,14.66,2.63,0.18
3514,8,18.25,3.12,0.17
2137,5,8.63,4.57,0.53
1562,4,22.49,3.89,0.17
1939,5,7.82,4.56,0.58
1570,4,20.25,3.75,0.19
